2023-05-29 16:49:50,136 [ 1] INFO  Unity: LoadingManager start
2023-05-29 16:49:53,379 [ 1] INFO  Unity: DataManager > DataManager()
2023-05-29 16:50:24,834 [ 1] INFO  Unity: UserLoginRequest::user :123 psw:123
2023-05-29 16:50:24,836 [ 1] INFO  Unity: ConnectToServer() Start 
2023-05-29 16:50:24,841 [ 1] INFO  Unity: DoConnect
2023-05-29 16:50:24,842 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2023-05-29 16:50:24,854 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2023-05-29 16:50:24,863 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2023-05-29 16:50:25,005 [ 1] INFO  Unity: OnUserLogin:Success [None]
2023-05-29 16:50:25,007 [ 1] INFO  Unity: LoadLevel: CharSelect
2023-05-29 16:50:25,264 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-05-29 16:50:32,659 [ 1] INFO  Unity: UserCreateCharacterRequest: Name:qqqq, Class:Archer
2023-05-29 16:50:33,041 [ 1] INFO  Unity: OnUserCreateCharacter:Success [None]
2023-05-29 16:50:36,898 [ 1] INFO  Unity: Select Char:[1003]qqqq[Archer]
2023-05-29 16:50:37,454 [ 1] INFO  Unity: UserSendGameEnterRequest:1
2023-05-29 16:50:37,487 [ 1] INFO  Unity: OnUserGameEnter:Success  None
2023-05-29 16:50:37,489 [ 1] INFO  Unity: ItemManager: Init[Id: 1,Count: 20]
2023-05-29 16:50:37,490 [ 1] INFO  Unity: ItemManager: Init[Id: 2,Count: 20]
2023-05-29 16:50:37,499 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:2
2023-05-29 16:50:37,500 [ 1] INFO  Unity: AddCharacter:1:가가가 Map:1 Entity:(9:pos:(5259,3455,820),dir:(23,-97,0),spd:0
2023-05-29 16:50:37,504 [ 1] INFO  Unity: AddCharacter:1003:qqqq Map:1 Entity:(10:pos:(5000,4000,820),dir:(100,0,0),spd:0
2023-05-29 16:50:37,505 [ 1] INFO  Unity: LoadLevel: MainCity
2023-05-29 16:50:38,100 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2023-05-29 16:50:38,100 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2023-05-29 16:50:38,179 [ 1] INFO  Unity: GameObjectManager[-43562] Awake
2023-05-29 16:50:38,184 [ 1] INFO  Unity: MainPlayerCamera[40126] Awake
2023-05-29 16:50:38,185 [ 1] INFO  Unity: UIMain[42176] Awake
2023-05-29 16:50:38,186 [ 1] INFO  Unity: UIWorldElementManager[42304] Awake
2023-05-29 16:50:38,218 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-05-29 16:50:48,901 [ 1] INFO  Unity: SendGuildListRequest
2023-05-29 16:50:52,247 [ 1] INFO  Unity: SendGuildJoinRequest
2023-05-29 16:50:53,733 [ 1] INFO  Unity: OnGuildJoinResponse:Success
2023-05-29 16:50:53,734 [ 1] INFO  Unity: OnGuild: Success 1:1111
2023-05-29 16:51:00,737 [ 1] INFO  Unity: MoveForward
2023-05-29 16:51:00,739 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:00,933 [ 1] INFO  Unity: Stop
2023-05-29 16:51:00,934 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:01,737 [ 1] INFO  Unity: MoveForward
2023-05-29 16:51:01,738 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:02,017 [ 1] INFO  Unity: Stop
2023-05-29 16:51:02,018 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:02,170 [ 1] INFO  Unity: MoveBack
2023-05-29 16:51:02,171 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:-300
2023-05-29 16:51:02,654 [ 1] INFO  Unity: Stop
2023-05-29 16:51:02,654 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:02,887 [ 1] INFO  Unity: SetDirection:(98, -18, 0)
2023-05-29 16:51:02,887 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:02,985 [ 1] INFO  Unity: SetDirection:(94, -35, 0)
2023-05-29 16:51:02,986 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,065 [ 1] INFO  Unity: SetDirection:(86, -51, 0)
2023-05-29 16:51:03,065 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,165 [ 1] INFO  Unity: SetDirection:(74, -68, 0)
2023-05-29 16:51:03,166 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,272 [ 1] INFO  Unity: SetDirection:(58, -81, 0)
2023-05-29 16:51:03,272 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,354 [ 1] INFO  Unity: SetDirection:(43, -90, 0)
2023-05-29 16:51:03,355 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,440 [ 1] INFO  Unity: SetDirection:(27, -96, 0)
2023-05-29 16:51:03,440 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,551 [ 1] INFO  Unity: SetDirection:(8, -100, 0)
2023-05-29 16:51:03,551 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:03,623 [ 1] INFO  Unity: MoveForward
2023-05-29 16:51:03,623 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:03,972 [ 1] INFO  Unity: SetDirection:(-11, -99, 0)
2023-05-29 16:51:03,972 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:04,175 [ 1] INFO  Unity: SetDirection:(-29, -96, 0)
2023-05-29 16:51:04,175 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:05,005 [ 1] INFO  Unity: SetDirection:(-46, -89, 0)
2023-05-29 16:51:05,006 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:05,019 [ 1] INFO  Unity: Stop
2023-05-29 16:51:05,019 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:05,042 [ 1] INFO  Unity: MoveBack
2023-05-29 16:51:05,043 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:-300
2023-05-29 16:51:05,126 [ 1] INFO  Unity: SetDirection:(-63, -78, 0)
2023-05-29 16:51:05,127 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:-300
2023-05-29 16:51:05,270 [ 1] INFO  Unity: SetDirection:(-76, -65, 0)
2023-05-29 16:51:05,270 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:-300
2023-05-29 16:51:06,259 [ 1] INFO  Unity: SetDirection:(-62, -79, 0)
2023-05-29 16:51:06,260 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:-300
2023-05-29 16:51:06,360 [ 1] INFO  Unity: SetDirection:(-45, -89, 0)
2023-05-29 16:51:06,361 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:-300
2023-05-29 16:51:06,460 [ 1] INFO  Unity: Stop
2023-05-29 16:51:06,460 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:06,461 [ 1] INFO  Unity: SetDirection:(-26, -97, 0)
2023-05-29 16:51:06,461 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:0
2023-05-29 16:51:06,524 [ 1] INFO  Unity: MoveForward
2023-05-29 16:51:06,525 [ 1] INFO  Unity: MapEntityUpdateRequest: ID:10,POS:SkillBridge.Message.NVector3 DIR:SkillBridge.Message.NVector3 SPD:300
2023-05-29 16:51:06,540 [ 1] INFO  Unity: SetDirection:(-8, -100, 0)
